task_id,level,task_kind,regime_id,regime_family,seed,n,oracle_mode,model_variant,xgb_config_id,best_iteration,best_score,prauc_oracle,rocauc_oracle,logloss_oracle,ratio_scale_invariance_oracle,product_comp_invariance_oracle,iso_var_ratio_oracle,iso_var_product_oracle,prevalence_train,prevalence_val,prevalence_test,sigma,rho,mixture_json,shift_type,shift_cols_json,dominance_train_mean,dominance_train_median,dominance_train_p90,dominance_test_mean,dominance_test_median,dominance_test_p90,dominance_train_groups_json,dominance_test_groups_json,source_path,prauc_raw,rocauc_raw,logloss_raw,ratio_scale_invariance_raw,product_comp_invariance_raw,iso_var_ratio_raw,iso_var_product_raw,delta_prauc,delta_rocauc,delta_logloss
l1_ratio,1,ratio,ln_sigma0.3_rho0.0,tail_corr,1,30000,oracle_s_only,oracle,depth7_high_capacity,87,0.10773188015405528,0.12097554347396633,0.6865694989268813,0.2128847631086435,0.004949583533406258,,4.320236887238991e-05,,0.050277777777777775,0.051,0.05366666666666667,0.3,0.0,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.1105383851671641,0.6830033757840548,0.19901325273248396,0.01324174021538347,,0.0002545168134691233,,0.010437158306802224,0.0035661231428265605,0.013871510376159524
l1_ratio,1,ratio,ln_sigma0.3_rho0.0,tail_corr,1,30000,oracle_coords_only,oracle,depth7_high_capacity,1,0.11249320322015204,0.0971389555760975,0.6702585876839671,0.6543460726945278,0.00012325899004936219,,1.5786794495214807e-07,,0.050277777777777775,0.051,0.05366666666666667,0.3,0.0,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.1105383851671641,0.6830033757840548,0.19901325273248396,0.01324174021538347,,0.0002545168134691233,,-0.013399429591066603,-0.012744788100087723,0.4553328199620439
l1_ratio,1,ratio,ln_sigma0.3_rho0.0,tail_corr,2,30000,oracle_s_only,oracle,depth4_light,35,0.13488706861203384,0.10798622317546591,0.670886221248832,0.24763652295318714,0.0031037871047854423,,1.5232390378303731e-05,,0.04516666666666667,0.0475,0.051,0.3,0.0,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.10759776107950579,0.6649399895773788,0.21338189958907947,0.013028709753602744,,0.00017478813697225151,,0.00038846209596012093,0.00594623167145325,0.03425462336410767
l1_ratio,1,ratio,ln_sigma0.3_rho0.0,tail_corr,2,30000,oracle_coords_only,oracle,depth4_light,44,0.12813634740829147,0.11198655068183255,0.6682891749370397,0.22315329553693838,0.002376630148291588,,8.928916384799776e-06,,0.04516666666666667,0.0475,0.051,0.3,0.0,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.10759776107950579,0.6649399895773788,0.21338189958907947,0.013028709753602744,,0.00017478813697225151,,0.004388789602326762,0.003349185359660889,0.009771395947858919
l1_ratio,1,ratio,ln_sigma0.3_rho0.0,tail_corr,2,30000,oracle_s_only,oracle,baseline,16,0.1396543572212892,0.11103148142746934,0.673877846420151,0.4187360873834779,0.0020754685401916505,,1.6008759848881854e-05,,0.04516666666666667,0.0475,0.051,0.3,0.0,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.1001133299320473,0.6637132080323055,0.4296299129309225,0.006396445706486702,,6.241862570224049e-05,,0.010918151495422038,0.010164638387845537,-0.010893825547444613
l1_ratio,1,ratio,ln_sigma0.3_rho0.0,tail_corr,2,30000,oracle_coords_only,oracle,baseline,34,0.1233016901242019,0.10365824379435698,0.6688533509645516,0.29388727805813386,0.004491024829447269,,3.160818762505024e-05,,0.04516666666666667,0.0475,0.051,0.3,0.0,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.1001133299320473,0.6637132080323055,0.4296299129309225,0.006396445706486702,,6.241862570224049e-05,,0.0035449138623096788,0.005140142932246072,-0.13574263487278865
l1_ratio,1,ratio,ln_sigma0.3_rho0.0,tail_corr,2,30000,oracle_s_only,oracle,depth7_high_capacity,10,0.12241353472472377,0.09425230040621031,0.6647471481274865,0.5163716029306152,0.002226206248998642,,1.2693734250427317e-05,,0.04516666666666667,0.0475,0.051,0.3,0.0,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.09522241289828101,0.658170738146564,0.19382246871693906,0.012786183497868479,,0.00019582563386915625,,-0.0009701124920706988,0.00657640998092246,0.32254913421367615
l1_ratio,1,ratio,ln_sigma0.3_rho0.0,tail_corr,2,30000,oracle_coords_only,oracle,depth7_high_capacity,17,0.1187751789485938,0.1015507889780484,0.6654766168263349,0.4408507615683187,0.002165202996134758,,1.2618677331863902e-05,,0.04516666666666667,0.0475,0.051,0.3,0.0,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.09522241289828101,0.658170738146564,0.19382246871693906,0.012786183497868479,,0.00019582563386915625,,0.006328376079767384,0.007305878679770839,0.24702829285137964
l1_ratio,1,ratio,ln_sigma0.7_rho0.5,tail_corr,0,30000,oracle_s_only,oracle,depth4_light,20,0.2045554050686312,0.2708757592326541,0.821614682132708,0.3200296235430108,0.0014573321625590324,,5.100971544330415e-06,,0.04911111111111111,0.0505,0.04766666666666667,0.7,0.5,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.24926977511202,0.8201289435101127,0.15732699610529516,0.01164893223689869,,0.0002813649564543516,,0.02160598412063411,0.0014857386225953784,0.16270262743771563
l1_ratio,1,ratio,ln_sigma0.7_rho0.5,tail_corr,0,30000,oracle_coords_only,oracle,depth4_light,8,0.20434055899038833,0.24947785037540215,0.8173560338856104,0.4709087009416036,0.00010682680010795593,,5.61737046759525e-07,,0.04911111111111111,0.0505,0.04766666666666667,0.7,0.5,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.24926977511202,0.8201289435101127,0.15732699610529516,0.01164893223689869,,0.0002813649564543516,,0.00020807526338215143,-0.0027729096245022733,0.31358170483630843
l1_ratio,1,ratio,ln_sigma0.7_rho0.5,tail_corr,0,30000,oracle_s_only,oracle,baseline,6,0.20470176083764544,0.26532458686979277,0.8201681063074133,0.5471931790009251,0.0006911569058895111,,2.3908673523896872e-06,,0.04911111111111111,0.0505,0.04766666666666667,0.7,0.5,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.25753792693677685,0.8171207511424522,0.16723246223894137,0.011201912614516914,,0.00024876916028592443,,0.007786659933015916,0.0030473551649611297,0.37996071676198373
l1_ratio,1,ratio,ln_sigma0.7_rho0.5,tail_corr,0,30000,oracle_coords_only,oracle,baseline,37,0.20259620946222937,0.2624671924675572,0.820127413713343,0.26687833825745577,0.003088679115474224,,1.880524149086056e-05,,0.04911111111111111,0.0505,0.04766666666666667,0.7,0.5,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.25753792693677685,0.8171207511424522,0.16723246223894137,0.011201912614516914,,0.00024876916028592443,,0.004929265530780325,0.0030066625708907724,0.0996458760185144
l1_ratio,1,ratio,ln_sigma0.7_rho0.5,tail_corr,0,30000,oracle_s_only,oracle,depth7_high_capacity,62,0.19463879720591476,0.2596115698997459,0.8164216340187639,0.2187222869552897,0.003642530472576618,,3.19036841002825e-05,,0.04911111111111111,0.0505,0.04766666666666667,0.7,0.5,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.23222934775421908,0.8089681581981196,0.15983788185304854,0.010391976748034357,,0.00020557982673556575,,0.027382222145526797,0.007453475820644262,0.05888440510224116
l1_ratio,1,ratio,ln_sigma0.7_rho0.5,tail_corr,0,30000,oracle_coords_only,oracle,depth7_high_capacity,1,0.1950307272322225,0.203530141075726,0.8075677822352657,0.6530141139628747,2.1380695700645447e-05,,5.5840326422185176e-08,,0.04911111111111111,0.0505,0.04766666666666667,0.7,0.5,,none,,,,,,,,,,runs/exp_default/20251213_124943/results.parquet,0.23222934775421908,0.8089681581981196,0.15983788185304854,0.010391976748034357,,0.00020557982673556575,,-0.028699206678493072,-0.001400375962853917,0.49317623210982614
