level,oracle_mode,xgb_config_id,delta_prauc_median,delta_prauc_p10,delta_prauc_p90,delta_prauc_std,delta_prauc_iqr,prauc_raw_median,prauc_oracle_median,ratio_scale_invariance_raw_median,ratio_scale_invariance_oracle_median,product_comp_invariance_raw_median,product_comp_invariance_oracle_median,iso_var_ratio_raw_median,iso_var_ratio_oracle_median,iso_var_product_raw_median,iso_var_product_oracle_median,dominance_train_mean_median,dominance_train_p90_median,dominance_test_mean_median,dominance_test_p90_median,n_runs,delta_prauc_pos_rate_frac_pos,delta_prauc_pos_rate_ci_lo,delta_prauc_pos_rate_ci_hi,delta_prauc_pos_rate_n_eff,delta_prauc_median_loo_task_min,delta_prauc_median_loo_task_max,delta_prauc_median_loo_task_n_loo
6,oracle_coords_only,baseline,0.006230996771474699,-0.000918605521990537,0.02038715907254455,0.009970594081632535,0.013890484000976522,0.053932240178726706,0.06075378838427341,0.00020981452614068983,8.181285755708813e-05,0.003098040063958615,0.0003724925830960274,3.9292755537675415e-07,3.0222690219522994e-07,1.3504291966697507e-05,2.42476010464868e-06,,,,,36,0.8888888888888888,0.7468519140963513,0.9559335969968435,36.0,0.0034544020952387497,0.007240202525823806,2.0
6,oracle_coords_only,depth4_light,0.006949653042548402,-0.0006230151931898645,0.021774418564034996,0.010640915911928197,0.016352881994989975,0.05373222328990768,0.06602966791333466,4.282919429242611e-05,2.511770576238632e-05,0.0049562879914417865,0.0006578969791531563,1.487892276711089e-07,9.845122901295465e-08,4.3348806306433776e-05,1.527586165387056e-06,,,,,36,0.8333333333333334,0.6810920568872054,0.9212955240498188,36.0,0.0026146179955409583,0.014256694781736322,2.0
6,oracle_coords_only,depth7_high_capacity,0.00786343925156847,4.636381292378103e-05,0.016590665126674634,0.008252882930206045,0.010541272809045214,0.05329218527158645,0.06274181517353686,4.438655972480774e-05,0.00017130436711013317,0.0016122092753648757,0.001149115277826786,1.8576449917600657e-07,1.8995544980801252e-07,7.820042917656079e-06,4.6615608965085815e-06,,,,,36,0.9166666666666666,0.7817330875072737,0.9712513886640066,36.0,0.0032265469163649182,0.010117197455830937,2.0
6,oracle_s_only,baseline,0.007924480541196075,7.534759749329087e-05,0.022241214235325175,0.008741655916081177,0.013076535033026268,0.053932240178726706,0.06526888426246144,0.00020981452614068983,1.0293950140476226e-05,0.003098040063958615,0.0005847655728459358,3.9292755537675415e-07,1.0603271214596254e-07,1.3504291966697507e-05,3.2602385031910772e-06,,,,,36,0.8888888888888888,0.7468519140963513,0.9559335969968435,36.0,0.004596049554398525,0.011841843180434252,2.0
6,oracle_s_only,depth4_light,0.007982365711898178,-0.0006411615883699026,0.022358052599687706,0.012121425136296517,0.01801249443295324,0.05373222328990768,0.06855138554605342,4.282919429242611e-05,1.3833877444267273e-05,0.0049562879914417865,0.0004740709766745567,1.487892276711089e-07,1.1671616208568382e-08,4.3348806306433776e-05,7.48727434832091e-07,,,,,36,0.8333333333333334,0.6810920568872054,0.9212955240498188,36.0,0.001816522798774433,0.016887345994546395,2.0
6,oracle_s_only,depth7_high_capacity,0.009916974375418247,-0.00030272320410193454,0.019050331611526708,0.008666632700202358,0.011286559459550632,0.05329218527158645,0.06623987983053548,4.438655972480774e-05,8.092453479766846e-05,0.0016122092753648757,0.0005286962360143662,1.8576449917600657e-07,3.9697967265491574e-07,7.820042917656079e-06,2.3125889489883543e-06,,,,,36,0.8611111111111112,0.713404696106438,0.9391818499086717,36.0,0.005461504415007635,0.01499019593926804,2.0
7,oracle_coords_only,baseline,0.007698412513416963,-0.005826295868654368,0.024246474356054367,0.012395652189468602,0.01777640433690903,0.33342136545200185,0.3323059602775711,0.028697485074959696,0.03317675281856209,0.01873145567327738,0.01482593773305416,0.003211481799953987,0.0033412099205223336,0.0011097300584274985,0.0006827125239213379,,,,,18,0.7777777777777778,0.5478541568378739,0.9099907189139831,18.0,,,1.0
7,oracle_coords_only,depth4_light,0.009797189589302563,-0.005530390861677737,0.028793515185213482,0.013095240544178618,0.01771841632645388,0.3437609657678846,0.3499464785472015,0.03217079839585349,0.032478488807706166,0.020952552477642893,0.013519182116538287,0.003551915217330697,0.003344619234930326,0.001098620148951876,0.0006857711033309022,,,,,18,0.7777777777777778,0.5478541568378739,0.9099907189139831,18.0,,,1.0
7,oracle_coords_only,depth7_high_capacity,0.010699860374325264,-0.0015913116118201225,0.020159900844729045,0.00919288235909561,0.007572716101581306,0.3240813448783595,0.32984777271312227,0.028980776583612897,0.03290402816119604,0.01873081029681489,0.01614653003371786,0.0031233935940791894,0.003979200428510341,0.0008717182381118471,0.0006794646323445897,,,,,18,0.8333333333333334,0.6077796189608428,0.9416342319413856,18.0,,,1.0
7,oracle_s_only,baseline,0.016384582599166808,-0.0009349984398555381,0.041076475085821434,0.019045227382035974,0.02562942063024306,0.33342136545200185,0.34620124157201926,0.028697485074959696,0.031254397523403164,0.01873145567327738,0.01600162538867444,0.003211481799953987,0.003003297464488389,0.0011097300584274985,0.0011175205054904309,,,,,18,0.8888888888888888,0.672002348698212,0.9689804773543876,18.0,,,1.0
7,oracle_s_only,depth4_light,0.018065747930609194,-0.012266140993014233,0.04463907489304378,0.02459225688479945,0.034888339657138584,0.3437609657678846,0.342692455636903,0.03217079839585349,0.03324875904358923,0.020952552477642893,0.017402391633018852,0.003551915217330697,0.0036240174769403568,0.001098620148951876,0.001498169293013868,,,,,18,0.7222222222222222,0.4912734343970254,0.8750024662044601,18.0,,,1.0
7,oracle_s_only,depth7_high_capacity,0.022145155888566748,0.0003774999650174543,0.038132071139618924,0.015770888815910333,0.022519813541206544,0.3240813448783595,0.33814257118010405,0.028980776583612897,0.026825260984152555,0.01873081029681489,0.015588464949280022,0.0031233935940791894,0.002423278864234017,0.0008717182381118471,0.000904877458009222,,,,,18,0.8888888888888888,0.672002348698212,0.9689804773543876,18.0,,,1.0
